gender,ssc_p,ssc_b,hsc_p,hsc_b,degree_p,etest_p,salary,Majoredu,workexp,location,skill1,skill2,skill3,skill4,Jobprofile
F,77.0,Central,87.0,Central,59.0,68.0,218000.0,Computer,5,Hyderabad,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,64.6,Central,83.83,Others,71.72,86.0,218000.0,Computer,7,Banglore,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,80.0,Others,80.0,Others,72.0,63.79,290000.0,Architecture,1,Mumbai,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,58.0,Others,60.0,Others,72.0,74.0,275000.0,Computer,5,Ahmedabad,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
F,59.0,Central,62.0,Others,77.5,74.0,,Buisness,6,Hyderabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,58.0,Others,61.0,Others,61.0,58.0,250000.0,Buisness,3,Ahmedabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
F,52.0,Central,64.0,Central,61.0,55.0,,Computer,6,Nagpur,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,62.0,Others,51.0,Others,52.0,68.44,,Computer,1,Gurgaon,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,83.33,Central,78.0,Others,61.0,88.56,300000.0,Buisness,7,Pune,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
F,55.0,Central,67.0,Central,64.0,60.0,,Art,7,Delhi,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,52.0,Others,55.0,Others,56.3,59.0,,Buisness,4,Mumbai,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,66.5,Others,70.4,Central,71.93,61.0,230000.0,Architecture,7,Mumbai,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
F,79.0,Others,76.0,Others,85.0,95.0,393000.0,Architecture,1,Mumbai,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,71.0,Others,79.0,Others,66.0,94.0,240000.0,Computer,7,kolkata,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,70.0,Central,63.0,Others,70.0,55.0,300000.0,Architecture,3,Hyderabad,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,61.8,Others,47.0,Others,54.38,57.0,,Architecture,3,kolkata,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,76.0,Central,80.0,Central,78.0,97.0,276000.0,Art,2,Banglore,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,79.0,Central,76.0,Central,65.6,58.0,320000.0,Art,3,Pune,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,77.0,Others,73.0,Others,81.0,89.0,200000.0,Art,3,Mumbai,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,73.0,Central,97.0,Others,79.0,89.0,650000.0,Buisness,3,Nagpur,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,69.0,Others,60.0,Others,65.0,87.55,300000.0,Art,1,Nagpur,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
F,69.5,Central,70.0,Central,72.0,57.2,250000.0,Buisness,6,Hyderabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,62.0,Central,47.0,Central,50.0,76.0,,Buisness,5,Gurgaon,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,67.0,Central,71.0,Central,64.33,64.0,250000.0,Buisness,4,Chennai,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
F,72.0,Central,56.0,Others,69.0,55.6,200000.0,Buisness,7,Pune,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,84.0,Central,73.0,Central,73.0,75.0,350000.0,Computer,5,Mumbai,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
F,46.0,Others,49.2,Others,79.0,74.28,,Architecture,7,Ahmedabad,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,73.0,Others,58.0,Others,56.0,84.0,300000.0,Computer,6,Gurgaon,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,65.0,Central,71.5,Others,62.8,57.0,265000.0,Architecture,1,kolkata,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,73.0,Others,58.0,Others,56.0,84.0,300000.0,Computer,3,Gurgaon,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
F,74.0,Others,63.16,Others,65.0,65.0,,Computer,1,Noida,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,55.0,Others,49.8,Others,67.25,55.0,,Computer,3,kolkata,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
F,77.0,Others,61.0,Others,68.0,57.5,300000.0,Architecture,1,Pune,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,83.96,Others,53.0,Others,91.0,59.32,260000.0,Architecture,1,Banglore,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,77.0,Others,61.0,Others,68.0,57.5,300000.0,Architecture,1,Pune,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,52.0,Central,57.0,Central,50.8,67.0,,Buisness,5,Nagpur,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,78.5,Central,65.5,Central,67.0,95.0,280000.0,Architecture,5,Ahmedabad,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,81.0,Others,68.0,Others,64.0,93.0,411000.0,Architecture,7,Hyderabad,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,64.6,Central,83.83,Others,71.72,86.0,218000.0,Architecture,3,Mumbai,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,64.0,Others,80.0,Others,65.0,69.0,500000.0,Computer,7,Noida,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
F,63.3,Central,78.33,Others,74.0,80.0,,Computer,3,Chennai,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
F,67.0,Central,70.0,Central,65.0,88.0,,Buisness,6,Chennai,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
F,70.89,Others,71.98,Others,65.6,68.0,,Computer,7,Banglore,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
F,76.0,Central,64.0,Central,72.0,58.0,,Computer,5,Hyderabad,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
F,73.0,Others,63.0,Others,66.0,89.0,216000.0,Computer,5,Mumbai,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,41.0,Central,42.0,Central,60.0,97.0,,Architecture,4,Banglore,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,62.0,Central,47.0,Central,50.0,76.0,,Buisness,7,Ahmedabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
F,59.0,Central,60.0,Others,56.0,55.0,220000.0,Art,4,Pune,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,61.0,Central,82.0,Central,69.0,84.0,300000.0,Architecture,3,Mumbai,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,65.0,Central,68.0,Central,64.0,75.0,250000.0,Computer,7,Hyderabad,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
F,55.0,Central,67.0,Central,64.0,60.0,,Architecture,2,Banglore,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,56.6,Central,64.8,Central,70.2,84.27,336000.0,Art,3,kolkata,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,60.0,Others,67.0,Others,70.0,50.48,236000.0,Computer,2,Noida,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,84.86,Others,67.0,Others,78.0,95.5,240000.0,Architecture,2,Pune,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,73.0,Others,58.0,Others,56.0,84.0,300000.0,Computer,7,Hyderabad,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,62.0,Central,58.0,Others,53.0,89.0,,Buisness,6,Noida,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,60.0,Others,67.0,Others,70.0,50.48,236000.0,Art,3,Delhi,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,80.6,Others,82.0,Others,77.6,91.0,400000.0,Art,7,Hyderabad,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,78.0,Central,77.0,Others,80.0,60.0,287000.0,Buisness,5,kolkata,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,69.0,Others,65.0,Others,57.0,73.0,265000.0,Architecture,1,Chennai,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,69.0,Central,63.0,Others,65.0,55.0,360000.0,Architecture,3,Chennai,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,76.0,Central,64.0,Central,72.0,58.0,,Buisness,2,Nagpur,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,62.0,Others,51.0,Others,52.0,68.44,,Computer,7,Noida,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,65.2,Central,61.4,Central,64.8,93.4,270000.0,Art,5,Pune,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,67.0,Others,61.0,Central,72.0,72.0,264000.0,Buisness,4,Hyderabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,54.4,Central,61.12,Central,56.2,67.0,,Architecture,5,Ahmedabad,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,60.0,Central,63.0,Central,56.0,80.0,300000.0,Computer,7,Nagpur,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,67.9,Others,62.0,Others,67.0,58.1,,Computer,2,Banglore,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
F,73.0,Others,58.0,Others,66.0,53.7,240000.0,Buisness,4,Noida,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,65.2,Central,61.4,Central,64.8,93.4,270000.0,Architecture,3,Ahmedabad,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,69.0,Central,78.0,Central,72.0,71.0,300000.0,Buisness,7,Banglore,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,80.0,Others,73.0,Others,75.0,61.0,240000.0,Computer,1,Banglore,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,72.0,Others,63.0,Others,77.5,78.0,250000.0,Art,1,Delhi,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
F,77.0,Others,61.0,Others,68.0,57.5,300000.0,Architecture,6,Hyderabad,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,63.0,Central,72.0,Central,68.0,78.0,380000.0,Art,4,Nagpur,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,54.0,Central,77.6,Others,69.2,95.65,,Computer,3,Pune,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
F,59.0,Central,62.0,Others,77.5,74.0,,Architecture,5,kolkata,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,65.2,Central,61.4,Central,64.8,93.4,270000.0,Architecture,7,Ahmedabad,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,69.0,Others,62.0,Others,69.0,67.0,240000.0,Buisness,7,Banglore,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,80.6,Others,82.0,Others,77.6,91.0,400000.0,Buisness,5,Mumbai,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,84.0,Others,79.0,Others,68.0,84.0,300000.0,Architecture,5,Delhi,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,76.0,Central,64.0,Central,72.0,58.0,,Buisness,1,kolkata,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,63.0,Central,67.0,Central,74.0,82.0,,Buisness,4,Banglore,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
M,84.0,Others,79.0,Others,68.0,84.0,300000.0,Computer,5,Pune,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,63.0,Central,60.0,Central,57.0,78.0,204000.0,Buisness,4,kolkata,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,73.0,Others,58.0,Others,56.0,84.0,300000.0,Computer,2,Nagpur,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,62.0,Others,65.0,Others,66.0,50.0,265000.0,Architecture,6,Nagpur,Advance Math,Design skill,Leadership skills,Drawing,Town planner
M,80.0,Others,80.0,Others,72.0,63.79,290000.0,Architecture,7,kolkata,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,55.68,Others,61.33,Others,56.87,66.0,260000.0,Buisness,6,Nagpur,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,67.0,Others,91.0,Others,58.0,55.0,270000.0,Art,6,Delhi,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,81.0,Others,68.0,Others,64.0,93.0,411000.0,Buisness,7,Nagpur,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,65.2,Central,61.4,Central,64.8,93.4,270000.0,Buisness,4,Ahmedabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Financial Analysist
M,63.0,Central,60.0,Central,57.0,78.0,204000.0,Architecture,2,Nagpur,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,63.0,Others,62.0,Others,68.0,64.0,250000.0,Architecture,2,Gurgaon,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,62.0,Central,63.0,Others,66.0,85.0,233000.0,Computer,7,kolkata,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
F,75.4,Others,60.5,Central,84.0,98.0,240000.0,Art,7,Chennai,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,56.0,Central,52.0,Central,52.0,66.0,,Buisness,7,kolkata,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Management consultant
F,43.0,Central,60.0,Others,65.0,92.66,,Architecture,2,kolkata,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,78.0,Central,77.0,Others,80.0,60.0,287000.0,Art,2,Delhi,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,68.2,Central,72.8,Central,66.6,96.0,300000.0,Computer,7,Nagpur,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
M,56.0,Central,52.0,Central,52.0,66.0,,Art,7,Noida,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,70.0,Central,63.0,Central,66.0,61.28,240000.0,Architecture,6,Gurgaon,Advance Math,Design skill,Leadership skills,Drawing,Town planner
F,55.0,Central,67.0,Central,64.0,60.0,,Art,5,Mumbai,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,73.0,Others,58.0,Others,56.0,84.0,300000.0,Computer,7,Hyderabad,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,49.0,Others,39.0,Central,65.0,63.0,,Art,2,Delhi,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
M,79.33,Central,78.33,Others,77.48,86.5,200000.0,Computer,2,Gurgaon,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
F,79.0,Central,76.0,Central,65.6,58.0,320000.0,Buisness,3,Ahmedabad,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,70.0,Central,63.0,Central,66.0,61.28,240000.0,Art,4,Ahmedabad,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,83.96,Others,53.0,Others,91.0,59.32,260000.0,Architecture,7,Chennai,Advance Math,Design skill,Leadership skills,Drawing,Architect
F,65.0,Central,75.0,Central,69.0,72.0,200000.0,Architecture,2,Banglore,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,83.0,Others,74.0,Others,66.0,68.92,275000.0,Architecture,5,Delhi,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,63.0,Central,72.0,Central,68.0,78.0,380000.0,Computer,3,Banglore,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,70.0,Central,63.0,Central,66.0,61.28,240000.0,Buisness,1,Mumbai,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,76.76,Others,76.5,Others,67.5,73.35,350000.0,Computer,5,Banglore,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,79.33,Central,78.33,Others,77.48,86.5,200000.0,Computer,1,Hyderabad,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
F,69.7,Central,47.0,Central,72.7,79.0,,Computer,7,Nagpur,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,81.7,Others,63.0,Others,67.0,86.0,300000.0,Buisness,4,kolkata,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
M,62.0,Others,62.0,Others,60.0,63.0,240000.0,Computer,4,Mumbai,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
M,59.96,Others,42.16,Others,61.26,54.48,,Art,7,Ahmedabad,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
F,65.0,Central,75.0,Central,69.0,72.0,200000.0,Architecture,4,Hyderabad,Advance Math,Design skill,Leadership skills,Drawing,Architect
M,75.0,Others,70.29,Others,71.0,95.0,240000.0,Art,7,Delhi,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
F,40.89,Others,45.83,Others,53.0,71.2,,Art,1,Delhi,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
F,66.5,Others,70.4,Central,71.93,61.0,230000.0,Computer,2,Chennai,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
F,70.89,Others,71.98,Others,65.6,68.0,,Computer,7,Pune,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,62.0,Others,51.0,Others,52.0,68.44,,Art,3,Pune,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,58.0,Others,60.0,Others,72.0,74.0,275000.0,Architecture,1,Noida,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,65.0,Central,68.0,Central,64.0,75.0,250000.0,Computer,7,Nagpur,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,It consultant
F,61.0,Central,81.0,Central,66.4,50.89,278000.0,Art,5,kolkata,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
M,70.0,Central,63.0,Others,70.0,55.0,300000.0,Buisness,6,kolkata,Buisness Knowledge,Critical Thinking,TeamWork,Data Analysis,Accountant
F,54.0,Central,77.6,Others,69.2,95.65,,Architecture,7,Gurgaon,Advance Math,Design skill,TeamWork,Drawing,Structural Engineer
M,63.0,Others,67.0,Others,66.0,68.0,265000.0,Computer,1,Gurgaon,Programming Language,Hardware Knowledge,TeamWork,Problem solving,Programmer
M,55.0,Others,49.8,Others,67.25,55.0,,Computer,3,kolkata,Programming Language,Hardware Knowledge,Leadership skills,Problem solving,System analyst
F,77.4,Others,60.0,Others,64.74,92.0,300000.0,Art,2,Hyderabad,Creative thinking,Composition skill,TeamWork,Knowledge of art,Commercial Artist
F,67.0,Central,70.0,Central,65.0,88.0,,Art,7,Hyderabad,Creative thinking,Composition skill,Leadership skills,Knowledge of art,Art director
